id,character,default_instruct_ja,attack_instruct_ja,ultimate_instruct_ja,hurt_instruct_ja,death_instruct_ja
godie-etyr,木乃香,成人の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。温かく柔らかく、関西らしい親しみをほのかに出し、甲高く叫ばない。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。温かく柔らかく、関西らしい親しみをほのかに出し、甲高く叫ばない。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。温かく柔らかく、関西らしい親しみをほのかに出し、甲高く叫ばない。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。温かく柔らかく、関西らしい親しみをほのかに出し、甲高く叫ばない。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。温かく柔らかく、関西らしい親しみをほのかに出し、甲高く叫ばない。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
godie-h00l,林克,少年・少女の中程度の声。音量は中程度に抑える。語速は標準で、呼吸音を表現の中心にする。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。完全な台詞は使わず、剣撃、負傷、溜め、短い掛け声だけにする。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,少年・少女の中程度の声。音量は中程度に抑える。語速は標準で、呼吸音を表現の中心にする。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。完全な台詞は使わず、剣撃、負傷、溜め、短い掛け声だけにする。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,少年・少女の中程度の声。音量は中程度に抑える。語速は標準で、呼吸音を表現の中心にする。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。完全な台詞は使わず、剣撃、負傷、溜め、短い掛け声だけにする。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,少年・少女の中程度の声。音量は中程度に抑える。語速は標準で、呼吸音を表現の中心にする。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。完全な台詞は使わず、剣撃、負傷、溜め、短い掛け声だけにする。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,少年・少女の中程度の声。音量は中程度に抑える。語速は標準で、呼吸音を表現の中心にする。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。完全な台詞は使わず、剣撃、負傷、溜め、短い掛け声だけにする。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
godie-h01n,黑崎一護,少年・少女の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。軽いかすれを残す。冷淡にしすぎない、誇張は必要な場面だけにする。自然なざらつきを残し、長い必殺技の叫びに向けて熱を上げる。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,少年・少女の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。軽いかすれを残す。冷淡にしすぎない、誇張は必要な場面だけにする。自然なざらつきを残し、長い必殺技の叫びに向けて熱を上げる。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,少年・少女の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。軽いかすれを残す。冷淡にしすぎない、誇張は必要な場面だけにする。自然なざらつきを残し、長い必殺技の叫びに向けて熱を上げる。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,少年・少女の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。軽いかすれを残す。冷淡にしすぎない、誇張は必要な場面だけにする。自然なざらつきを残し、長い必殺技の叫びに向けて熱を上げる。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,少年・少女の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。軽いかすれを残す。冷淡にしすぎない、誇張は必要な場面だけにする。自然なざらつきを残し、長い必殺技の叫びに向けて熱を上げる。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
godie-h01u,呂布奉先,成人の低めの声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。厚い胸声で傲然と構え、陰気な魔王声とは異なる武将の豪快さを出す。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の低めの声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。厚い胸声で傲然と構え、陰気な魔王声とは異なる武将の豪快さを出す。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の低めの声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。厚い胸声で傲然と構え、陰気な魔王声とは異なる武将の豪快さを出す。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の低めの声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。厚い胸声で傲然と構え、陰気な魔王声とは異なる武将の豪快さを出す。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の低めの声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。厚い胸声で傲然と構え、陰気な魔王声とは異なる武将の豪快さを出す。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
godie-h020,莉娜因巴斯,成人の高めの声。音量は中程度に抑える。語速は速めで、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張を大きく使う。高速の突っ込みと大技の長い詠唱を対照的に演じる。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の高めの声。音量は中程度に抑える。語速は速めで、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張を大きく使う。高速の突っ込みと大技の長い詠唱を対照的に演じる。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の高めの声。音量は中程度に抑える。語速は速めで、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張を大きく使う。高速の突っ込みと大技の長い詠唱を対照的に演じる。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の高めの声。音量は中程度に抑える。語速は速めで、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張を大きく使う。高速の突っ込みと大技の長い詠唱を対照的に演じる。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の高めの声。音量は中程度に抑える。語速は速めで、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張を大きく使う。高速の突っ込みと大技の長い詠唱を対照的に演じる。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
godie-h02k,熊貓,年齢を感じさせない非人間の中程度の声。音量は大きく変化させる。語速は速めで、呼吸音を表現の中心にする。軽いかすれを残す。冷淡にしすぎない、誇張を大きく使う。五歳児らしい鼻声といたずらっぽい脱力感を保ち、突然の叫びと厚かましい笑いへ振る。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,年齢を感じさせない非人間の中程度の声。音量は大きく変化させる。語速は速めで、呼吸音を表現の中心にする。軽いかすれを残す。冷淡にしすぎない、誇張を大きく使う。五歳児らしい鼻声といたずらっぽい脱力感を保ち、突然の叫びと厚かましい笑いへ振る。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,年齢を感じさせない非人間の中程度の声。音量は大きく変化させる。語速は速めで、呼吸音を表現の中心にする。軽いかすれを残す。冷淡にしすぎない、誇張を大きく使う。五歳児らしい鼻声といたずらっぽい脱力感を保ち、突然の叫びと厚かましい笑いへ振る。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,年齢を感じさせない非人間の中程度の声。音量は大きく変化させる。語速は速めで、呼吸音を表現の中心にする。軽いかすれを残す。冷淡にしすぎない、誇張を大きく使う。五歳児らしい鼻声といたずらっぽい脱力感を保ち、突然の叫びと厚かましい笑いへ振る。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,年齢を感じさせない非人間の中程度の声。音量は大きく変化させる。語速は速めで、呼吸音を表現の中心にする。軽いかすれを残す。冷淡にしすぎない、誇張を大きく使う。五歳児らしい鼻声といたずらっぽい脱力感を保ち、突然の叫びと厚かましい笑いへ振る。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
godie-h02r,妙蛙花,年齢を感じさせない非人間の低めの声。音量は大きく変化させる。語速は標準で、呼吸音を表現の中心にする。軽いかすれを残す。冷淡にしすぎない、誇張を大きく使う。人語らしさを抑え、少ない音節と太い低周波の生物的な唸りを使う。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,年齢を感じさせない非人間の低めの声。音量は大きく変化させる。語速は標準で、呼吸音を表現の中心にする。軽いかすれを残す。冷淡にしすぎない、誇張を大きく使う。人語らしさを抑え、少ない音節と太い低周波の生物的な唸りを使う。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,年齢を感じさせない非人間の低めの声。音量は大きく変化させる。語速は標準で、呼吸音を表現の中心にする。軽いかすれを残す。冷淡にしすぎない、誇張を大きく使う。人語らしさを抑え、少ない音節と太い低周波の生物的な唸りを使う。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,年齢を感じさせない非人間の低めの声。音量は大きく変化させる。語速は標準で、呼吸音を表現の中心にする。軽いかすれを残す。冷淡にしすぎない、誇張を大きく使う。人語らしさを抑え、少ない音節と太い低周波の生物的な唸りを使う。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,年齢を感じさせない非人間の低めの声。音量は大きく変化させる。語速は標準で、呼吸音を表現の中心にする。軽いかすれを残す。冷淡にしすぎない、誇張を大きく使う。人語らしさを抑え、少ない音節と太い低周波の生物的な唸りを使う。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
godie-h02u,草泥馬,年齢を感じさせない非人間の中程度の声。音量は大きく変化させる。語速は標準で、呼吸音を表現の中心にする。軽いかすれを残す。冷淡にしすぎない、誇張を大きく使う。乾いた鼻声で神経質かつ憂鬱にし、鳴き声と不条理な長笑いを混ぜる。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,年齢を感じさせない非人間の中程度の声。音量は大きく変化させる。語速は標準で、呼吸音を表現の中心にする。軽いかすれを残す。冷淡にしすぎない、誇張を大きく使う。乾いた鼻声で神経質かつ憂鬱にし、鳴き声と不条理な長笑いを混ぜる。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,年齢を感じさせない非人間の中程度の声。音量は大きく変化させる。語速は標準で、呼吸音を表現の中心にする。軽いかすれを残す。冷淡にしすぎない、誇張を大きく使う。乾いた鼻声で神経質かつ憂鬱にし、鳴き声と不条理な長笑いを混ぜる。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,年齢を感じさせない非人間の中程度の声。音量は大きく変化させる。語速は標準で、呼吸音を表現の中心にする。軽いかすれを残す。冷淡にしすぎない、誇張を大きく使う。乾いた鼻声で神経質かつ憂鬱にし、鳴き声と不条理な長笑いを混ぜる。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,年齢を感じさせない非人間の中程度の声。音量は大きく変化させる。語速は標準で、呼吸音を表現の中心にする。軽いかすれを残す。冷淡にしすぎない、誇張を大きく使う。乾いた鼻声で神経質かつ憂鬱にし、鳴き声と不条理な長笑いを混ぜる。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
godie-hapm,Berserker,年齢を感じさせない非人間の低めの声。音量は大きく変化させる。語速は標準で、呼吸音を表現の中心にする。軽いかすれを残す。冷淡にしすぎない、誇張を大きく使う。巨体の重い呼吸と衝撃的な怒号を中心にし、野獣の金切り声には寄せない。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,年齢を感じさせない非人間の低めの声。音量は大きく変化させる。語速は標準で、呼吸音を表現の中心にする。軽いかすれを残す。冷淡にしすぎない、誇張を大きく使う。巨体の重い呼吸と衝撃的な怒号を中心にし、野獣の金切り声には寄せない。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,年齢を感じさせない非人間の低めの声。音量は大きく変化させる。語速は標準で、呼吸音を表現の中心にする。軽いかすれを残す。冷淡にしすぎない、誇張を大きく使う。巨体の重い呼吸と衝撃的な怒号を中心にし、野獣の金切り声には寄せない。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,年齢を感じさせない非人間の低めの声。音量は大きく変化させる。語速は標準で、呼吸音を表現の中心にする。軽いかすれを残す。冷淡にしすぎない、誇張を大きく使う。巨体の重い呼吸と衝撃的な怒号を中心にし、野獣の金切り声には寄せない。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,年齢を感じさせない非人間の低めの声。音量は大きく変化させる。語速は標準で、呼吸音を表現の中心にする。軽いかすれを残す。冷淡にしすぎない、誇張を大きく使う。巨体の重い呼吸と衝撃的な怒号を中心にし、野獣の金切り声には寄せない。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
godie-hart,克勞德,成人の低めの声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡さを明確に出す、誇張は必要な場面だけにする。言葉数の少ない乾いた疲労感を保ち、激しい絶叫を避ける。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の低めの声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡さを明確に出す、誇張は必要な場面だけにする。言葉数の少ない乾いた疲労感を保ち、激しい絶叫を避ける。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の低めの声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡さを明確に出す、誇張は必要な場面だけにする。言葉数の少ない乾いた疲労感を保ち、激しい絶叫を避ける。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の低めの声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡さを明確に出す、誇張は必要な場面だけにする。言葉数の少ない乾いた疲労感を保ち、激しい絶叫を避ける。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の低めの声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡さを明確に出す、誇張は必要な場面だけにする。言葉数の少ない乾いた疲労感を保ち、激しい絶叫を避ける。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
godie-hpal,藤井八雲,少年・少女の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。人間らしい優しさと芯の強さを保ち、傷の痛みを声ににじませる。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,少年・少女の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。人間らしい優しさと芯の強さを保ち、傷の痛みを声ににじませる。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,少年・少女の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。人間らしい優しさと芯の強さを保ち、傷の痛みを声ににじませる。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,少年・少女の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。人間らしい優しさと芯の強さを保ち、傷の痛みを声ににじませる。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,少年・少女の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。人間らしい優しさと芯の強さを保ち、傷の痛みを声ににじませる。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
godie-hpb1,蒼月潮,少年・少女の中程度の声。音量は大きく変化させる。語速は標準で、息を自然に保つ。軽いかすれを残す。冷淡にしすぎない、誇張は必要な場面だけにする。未成熟な少年の直情と自然な声割れを残し、大人びすぎない。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,少年・少女の中程度の声。音量は大きく変化させる。語速は標準で、息を自然に保つ。軽いかすれを残す。冷淡にしすぎない、誇張は必要な場面だけにする。未成熟な少年の直情と自然な声割れを残し、大人びすぎない。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,少年・少女の中程度の声。音量は大きく変化させる。語速は標準で、息を自然に保つ。軽いかすれを残す。冷淡にしすぎない、誇張は必要な場面だけにする。未成熟な少年の直情と自然な声割れを残し、大人びすぎない。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,少年・少女の中程度の声。音量は大きく変化させる。語速は標準で、息を自然に保つ。軽いかすれを残す。冷淡にしすぎない、誇張は必要な場面だけにする。未成熟な少年の直情と自然な声割れを残し、大人びすぎない。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,少年・少女の中程度の声。音量は大きく変化させる。語速は標準で、息を自然に保つ。軽いかすれを残す。冷淡にしすぎない、誇張は必要な場面だけにする。未成熟な少年の直情と自然な声割れを残し、大人びすぎない。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
godie-huth,魔人普烏,成人の高めの声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張を大きく使う。幼く粘る鼻声で甘えた笑いから危険な怒りへ急変する。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の高めの声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張を大きく使う。幼く粘る鼻声で甘えた笑いから危険な怒りへ急変する。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の高めの声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張を大きく使う。幼く粘る鼻声で甘えた笑いから危険な怒りへ急変する。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の高めの声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張を大きく使う。幼く粘る鼻声で甘えた笑いから危険な怒りへ急変する。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の高めの声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張を大きく使う。幼く粘る鼻声で甘えた笑いから危険な怒りへ急変する。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
godie-hvsh,Rider,成人の低めの声。音量は中程度に抑える。語速は標準で、息を多めに混ぜる。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。成熟した危険な低い女声を耳元の囁きに寄せ、息の質感を活かす。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の低めの声。音量は中程度に抑える。語速は標準で、息を多めに混ぜる。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。成熟した危険な低い女声を耳元の囁きに寄せ、息の質感を活かす。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の低めの声。音量は中程度に抑える。語速は標準で、息を多めに混ぜる。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。成熟した危険な低い女声を耳元の囁きに寄せ、息の質感を活かす。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の低めの声。音量は中程度に抑える。語速は標準で、息を多めに混ぜる。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。成熟した危険な低い女声を耳元の囁きに寄せ、息の質感を活かす。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,成人の低めの声。音量は中程度に抑える。語速は標準で、息を多めに混ぜる。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。成熟した危険な低い女声を耳元の囁きに寄せ、息の質感を活かす。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
godie-hvwd,桔梗,老成の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡さを明確に出す、誇張は必要な場面だけにする。清澄な距離感と哀しみを持たせ、官能的な囁きにはしない。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,老成の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡さを明確に出す、誇張は必要な場面だけにする。清澄な距離感と哀しみを持たせ、官能的な囁きにはしない。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,老成の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡さを明確に出す、誇張は必要な場面だけにする。清澄な距離感と哀しみを持たせ、官能的な囁きにはしない。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,老成の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡さを明確に出す、誇張は必要な場面だけにする。清澄な距離感と哀しみを持たせ、官能的な囁きにはしない。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,老成の中程度の声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡さを明確に出す、誇張は必要な場面だけにする。清澄な距離感と哀しみを持たせ、官能的な囁きにはしない。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
godie-n003,依文潔琳,子供の高めの声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。幼い外見に反する老成した物言いで、傲慢な嘲りを静かに置く。平常時は設定された性格を自然に保つ。特定の声優・俳優・実在人物本人の声を模倣しない。,子供の高めの声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。幼い外見に反する老成した物言いで、傲慢な嘲りを静かに置く。攻撃時は語頭を鋭くし、息を短く押し出して音量と緊張を一段上げる。特定の声優・俳優・実在人物本人の声を模倣しない。,子供の高めの声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。幼い外見に反する老成した物言いで、傲慢な嘲りを静かに置く。必殺技では呼吸を一度溜め、音高・音量・感情の振れ幅を最大にする。特定の声優・俳優・実在人物本人の声を模倣しない。,子供の高めの声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。幼い外見に反する老成した物言いで、傲慢な嘲りを静かに置く。負傷時は息が崩れる瞬間と痛みの反射を入れ、長く演じすぎない。特定の声優・俳優・実在人物本人の声を模倣しない。,子供の高めの声。音量は中程度に抑える。語速は標準で、息を自然に保つ。不要なかすれは加えない。冷淡にしすぎない、誇張は必要な場面だけにする。幼い外見に反する老成した物言いで、傲慢な嘲りを静かに置く。死亡時は力が抜けていく呼吸と感情の終止を示し、余韻を残す。特定の声優・俳優・実在人物本人の声を模倣しない。
